sys;c1;c2;c1(DDB);c2(DDB);type;null_dsp
601;NITROBENZENE;N-NONANE;Nitrobenzene;Nonane;;
602;NITROBENZENE;N-HEXADECANE;Nitrobenzene;Hexadecane;;
603;NITROBENZENE;FORMAMIDE;Nitrobenzene;Formamide;;
604;NITROBENZENE;N-UNDECANE;Nitrobenzene;n-Undecane;;
605;NITROBENZENE;N-PENTADECANE;Nitrobenzene;Pentadecane;;
607;NITROBENZENE;DIETHANOLAMINE;Nitrobenzene;2,2'-Diethanolamine (DEA);;
608;NITROBENZENE;3,4-XYLENOL;Nitrobenzene;3,4-Dimethylphenol;;
609;NITROBENZENE;M-DICHLOROBENZENE;Nitrobenzene;m-Dichlorobenzene;;
611;NITROBENZENE;M-DIBROMOBENZENE;Nitrobenzene;m-Dibromobenzene;;
612;NITROBENZENE;Urea;Nitrobenzene;Urea;;
614;BENZENE;HYDROGEN_FLUORIDE;Benzene;Hydrogen fluoride;;
615;BENZENE;WATER;Benzene;Water;;
616;BENZENE;GLYCEROL;Benzene;Glycerol;;
617;BENZENE;1,2-PROPYLENE_GLYCOL;Benzene;1,2-Propanediol;;
618;BENZENE;Perfluoroheptane;Benzene;Perfluoro-n-heptane;;
619;BENZENE;Perfluorotributylamine;Benzene;Perfluorotributylamine;;
621;BENZENE;TRIETHYLENE_GLYCOL;Benzene;Triethylene glycol;;
622;BENZENE;DIETHYLENE_GLYCOL;Benzene;Diethylene glycol;;
623;BENZENE;Perfluorohexane;Benzene;Perfluorohexane;;
624;BENZENE;MONOETHANOLAMINE;Benzene;Monoethanolamine;;
625;BENZENE;1,4-BUTANEDIOL;Benzene;1,4-Butanediol;;
627;BENZENE;FORMAMIDE;Benzene;Formamide;;
629;BENZENE;1,5-PENTANEDIOL;Benzene;1,5-Pentanediol;;
630;BENZENE;1,3-PROPYLENE_GLYCOL;Benzene;1,3-Propanediol;;
631;BENZENE;1,6-HEXANEDIOL;Benzene;1,6-Hexanediol;;
632;BENZENE;THIODIGLYCOL;Benzene;2,2'-Diethyl-dihydroxy sulfide;;
633;BENZENE;M-PHENYLENEDIAMINE;Benzene;m-Phenylenediamine;;
634;BENZENE;1,3-BENZENEDIOL;Benzene;1,3-Dihydroxybenzene <Resorcinol>;;
636;BENZENE;DIETHANOLAMINE;Benzene;2,2'-Diethanolamine (DEA);;
637;BENZENE;TRIETHANOLAMINE;Benzene;Triethanolamine (TEA);;
639;BENZENE;2,2,2-TRIFLUOROETHANOL;Benzene;2,2,2-Trifluoroethanol;;
640;BENZENE;M-DICHLOROBENZENE;Benzene;m-Dichlorobenzene;;
641;BENZENE;NEOPENTYL_GLYCOL;Benzene;2,2-Dimethyl-1,3-propanediol;;
643;BENZENE;M-DIBROMOBENZENE;Benzene;m-Dibromobenzene;;
750;HYDROGEN_CYANIDE;CYCLOHEXANE;Hydrogen cyanide;Cyclohexane;;
751;HYDROGEN_CYANIDE;N-HEXANE;Hydrogen cyanide;Hexane;;
752;HYDROGEN_CYANIDE;1-HEXENE;Hydrogen cyanide;1-Hexene;;
753;HYDROGEN_CYANIDE;1-METHYLNAPHTHALENE;Hydrogen cyanide;1-Methylnaphthalene;;
754;HYDROGEN_CYANIDE;1-OCTENE;Hydrogen cyanide;1-Octene;;
755;HYDROGEN_CYANIDE;CARBON_DISULFIDE;Hydrogen cyanide;Carbon disulfide;;
756;HYDROGEN_CYANIDE;1,2,3,4-TETRAHYDRONAPHTHALENE;Hydrogen cyanide;1,2,3,4-Tetrahydronaphthalene;;
757;HYDROGEN_CYANIDE;CARBON_TETRACHLORIDE;Hydrogen cyanide;Tetrachloromethane;;
758;HYDROGEN_CYANIDE;PROPANE;Hydrogen cyanide;Propane;;
759;HYDROGEN_CYANIDE;SEC-BUTYLBENZENE;Hydrogen cyanide;sec-Butylbenzene;;
760;HYDROGEN_CYANIDE;1-DODECANOL;Hydrogen cyanide;1-Dodecanol;;
763;BETA-PINENE;METHANOL;.beta.-Pinene;Methanol;;
764;BETA-PINENE;WATER;.beta.-Pinene;Water;;
765;1-BROMOBUTANE;WATER;Butyl bromide;Water;;
771;BROMINE;WATER;Bromine;Water;;
773;BROMINE;CARBON_DIOXIDE;Bromine;Carbon dioxide;;
775;2-BUTOXYETHANOL;WATER;2-Butoxyethanol;Water;;
776;1-BUTANOL;DI(2-CHLOROETHYL)ETHER;1-Butanol;Bis(2-chloroethyl) ether;;
777;1-BUTANOL;NITROMETHANE;1-Butanol;Nitromethane;;
778;1-BUTANOL;CARBON_DISULFIDE;1-Butanol;Carbon disulfide;;
779;1-BUTANOL;WATER;1-Butanol;Water;;
780;1-BUTANOL;CHLOROTRIFLUOROMETHANE;1-Butanol;Chlorotrifluoromethane [R13];;
781;1-BUTANOL;SULFOLANE;1-Butanol;Sulfolane;;
782;1-BUTANOL;SUCCINONITRILE;1-Butanol;1,2-Dicyanoethane;;
784;1-BUTANOL;CARBON_DIOXIDE;1-Butanol;Carbon dioxide;;
785;1-BUTANOL;ETHYLENE;1-Butanol;Ethylene;;
786;1-BUTANOL;ETHANE;1-Butanol;Ethane;;
787;1-BUTANOL;M-DICHLOROBENZENE;1-Butanol;m-Dichlorobenzene;;
789;1-BUTANOL;M-DIBROMOBENZENE;1-Butanol;m-Dibromobenzene;;
790;1-BUTANOL;ETHYLENE_CARBONATE;1-Butanol;Ethylene carbonate;;
827;METHYL_ETHYL_KETONE;WATER;2-Butanone;Water;;
828;METHYL_ETHYL_KETONE;GLYCEROL;2-Butanone;Glycerol;;
829;METHYL_ETHYL_KETONE;DIETHANOLAMINE;2-Butanone;2,2'-Diethanolamine (DEA);;
831;N-BUTANE;N,N-DIMETHYLFORMAMIDE;n-Butane;N,N-Dimethylformamide (DMF);;
832;N-BUTANE;FURFURAL;n-Butane;Furfural;;
833;N-BUTANE;HYDROGEN_FLUORIDE;n-Butane;Hydrogen fluoride;;
834;N-BUTANE;METHANOL;n-Butane;Methanol;;
835;N-BUTANE;PHENOL;n-Butane;Phenol;;
836;N-BUTANE;1,1,1-TRICHLOROETHANE;n-Butane;1,1,1-Trichloroethane [R140a];;
837;N-BUTANE;WATER;n-Butane;Water;;
838;N-BUTANE;AMMONIA;n-Butane;Ammonia;;
839;N-BUTANE;N-METHYL-2-PYRROLIDONE;n-Butane;N-Methyl-2-pyrrolidone;;
840;N-BUTANE;CARBON_TETRAFLUORIDE;n-Butane;Tetrafluoromethane [R14];;
841;N-BUTANE;TRIFLUOROMETHANE;n-Butane;Fluoroform [R23];;
842;N-BUTANE;DIFLUOROMETHANE;n-Butane;Difluoromethane [R32];;
843;N-BUTANE;PENTAFLUOROETHANE;n-Butane;Pentafluoroethane [R125];;
844;N-BUTANE;SULFUR_DIOXIDE;n-Butane;Sulfur dioxide;;
845;N-BUTANE;OCTAFLUOROPROPANE;n-Butane;Perfluoropropane [R218];;
847;N-BUTANE;1,1,1,2-TETRAFLUOROETHANE;n-Butane;1,1,1,2-Tetrafluoroethane [R134a];;
848;N-BUTANE;DECAFLUOROBUTANE;n-Butane;Perfluorobutane;;
851;CIS-1,2-DICHLOROETHYLENE;WATER;cis-1,2-Dichloroethylene;Water;;
852;2-CHLOROETHANOL;CYCLOHEXANE;2-Chloroethanol;Cyclohexane;;
853;2-CHLOROETHANOL;CARBON_DIOXIDE;2-Chloroethanol;Carbon dioxide;;
854;ISOBUTYL_CHLORIDE;WATER;1-Chloro-2-methylpropane;Water;;
855;N-BUTYL_CHLORIDE;WATER;Butyl chloride;Water;;
863;CHLOROFORM;HYDROGEN_FLUORIDE;Chloroform;Hydrogen fluoride;;
864;CHLOROFORM;WATER;Chloroform;Water;;
865;CHLOROFORM;Perfluoroheptane;Chloroform;Perfluoro-n-heptane;;
866;CHLOROFORM;Perfluorohexane;Chloroform;Perfluorohexane;;
870;CHLOROFORM;M-DICHLOROBENZENE;Chloroform;m-Dichlorobenzene;;
872;CHLOROFORM;M-DIBROMOBENZENE;Chloroform;m-Dibromobenzene;;
873;CHLOROFORM;TETRAETHYLENE_GLYCOL_DIMETHYL_ETHER;Chloroform;Tetraethylene glycol dimethyl ether;;
874;CHLOROFORM;Perfluoro-n-octane;Chloroform;Perfluoro-n-octane;;
898;M-CRESOL;N-HEXANE;3-Methylphenol;Hexane;;
899;M-CRESOL;WATER;3-Methylphenol;Water;;
900;M-CRESOL;CARBON_DIOXIDE;3-Methylphenol;Carbon dioxide;;
901;M-CRESOL;PHOSPHORIC_ACID;3-Methylphenol;Phosphoric acid;;
902;CYCLOHEXANE;DI(2-CHLOROETHYL)ETHER;Cyclohexane;Bis(2-chloroethyl) ether;;
903;CYCLOHEXANE;N,N-DIMETHYLFORMAMIDE;Cyclohexane;N,N-Dimethylformamide (DMF);;
904;CYCLOHEXANE;ACETIC_ACID;Cyclohexane;Acetic acid;;
905;CYCLOHEXANE;FURFURAL;Cyclohexane;Furfural;;
906;CYCLOHEXANE;METHANOL;Cyclohexane;Methanol;;
907;CYCLOHEXANE;2-METHOXYETHANOL;Cyclohexane;2-Methoxyethanol;;
908;CYCLOHEXANE;NITROMETHANE;Cyclohexane;Nitromethane;;
909;CYCLOHEXANE;DIMETHYL_SULFOXIDE;Cyclohexane;Dimethyl sulfoxide;;
910;CYCLOHEXANE;WATER;Cyclohexane;Water;;
911;CYCLOHEXANE;NITROETHANE;Cyclohexane;Nitroethane;;
913;CYCLOHEXANE;AMMONIA;Cyclohexane;Ammonia;;
914;CYCLOHEXANE;N-METHYLFORMAMIDE;Cyclohexane;N-Methylformamide;;
915;CYCLOHEXANE;N,N-DIMETHYLACETAMIDE;Cyclohexane;N,N-Dimethylacetamide;;
916;CYCLOHEXANE;ACRYLONITRILE;Cyclohexane;Acrylonitrile;;
917;CYCLOHEXANE;ACETIC_ANHYDRIDE;Cyclohexane;Acetic anhydride;;
918;CYCLOHEXANE;1,2-PROPYLENE_GLYCOL;Cyclohexane;1,2-Propanediol;;
919;CYCLOHEXANE;N-METHYL-2-PYRROLIDONE;Cyclohexane;N-Methyl-2-pyrrolidone;;
920;CYCLOHEXANE;METHYL_FORMATE;Cyclohexane;Methyl formate;;
921;CYCLOHEXANE;Perfluoroheptane;Cyclohexane;Perfluoro-n-heptane;;
922;CYCLOHEXANE;Perfluorotributylamine;Cyclohexane;Perfluorotributylamine;;
924;CYCLOHEXANE;TRIETHYLENE_GLYCOL;Cyclohexane;Triethylene glycol;;
925;CYCLOHEXANE;Perfluorohexane;Cyclohexane;Perfluorohexane;;
927;CYCLOHEXANE;SULFOLANE;Cyclohexane;Sulfolane;;
928;CYCLOHEXANE;MONOETHANOLAMINE;Cyclohexane;Monoethanolamine;;
929;CYCLOHEXANE;1,4-BUTANEDIOL;Cyclohexane;1,4-Butanediol;;
930;CYCLOHEXANE;GAMMA-BUTYROLACTONE;Cyclohexane;gamma-Butyrolactone;;
931;CYCLOHEXANE;FORMAMIDE;Cyclohexane;Formamide;;
934;CYCLOHEXANE;1,5-PENTANEDIOL;Cyclohexane;1,5-Pentanediol;;
935;CYCLOHEXANE;1,3-PROPYLENE_GLYCOL;Cyclohexane;1,3-Propanediol;;
936;CYCLOHEXANE;1,6-HEXANEDIOL;Cyclohexane;1,6-Hexanediol;;
938;CYCLOHEXANE;EPSILON-CAPROLACTONE;Cyclohexane;epsilon-Caprolactone;;
939;CYCLOHEXANE;DIIODOMETHANE;Cyclohexane;Diiodomethane;;
942;CYCLOHEXANE;P-PHENETIDINE;Cyclohexane;p-Phenetidine;;
943;CYCLOHEXANE;2,2,2-TRIFLUOROETHANOL;Cyclohexane;2,2,2-Trifluoroethanol;;
944;CYCLOHEXANE;M-DICHLOROBENZENE;Cyclohexane;m-Dichlorobenzene;;
945;CYCLOHEXANE;4-FORMYLMORPHOLINE;Cyclohexane;N-Formylmorpholine;;
946;CYCLOHEXANE;SULFUR_DIOXIDE;Cyclohexane;Sulfur dioxide;;
947;CYCLOHEXANE;PYRROLE;Cyclohexane;Pyrrole;;
949;CYCLOHEXANE;M-DIBROMOBENZENE;Cyclohexane;m-Dibromobenzene;;
950;CYCLOHEXANE;GAMMA-VALEROLACTONE;Cyclohexane;Tetrahydro-5-methyl-2-furanone;;
952;CYCLOHEXANE;1,3-Dimethylimidazolidin-2-one;Cyclohexane;1,3-Dimethylimidazolidin-2-one;;
958;CYCLOHEXANE;Perfluoro-n-octane;Cyclohexane;Perfluoro-n-octane;;
959;CYCLOHEXANE;2-Methyl-1H-imidazole;Cyclohexane;2-Methyl-1H-imidazole;;
961;CYCLOHEXANE;N-Methylimidazole;Cyclohexane;N-Methylimidazole;;
1031;CYCLOPENTANE;N,N-DIMETHYLFORMAMIDE;Cyclopentane;N,N-Dimethylformamide (DMF);;
1032;CYCLOPENTANE;METHYL_ACETATE;Cyclopentane;Methyl acetate;;
1033;CYCLOPENTANE;FURFURAL;Cyclopentane;Furfural;;
1034;CYCLOPENTANE;METHANOL;Cyclopentane;Methanol;;
1035;CYCLOPENTANE;NITROMETHANE;Cyclopentane;Nitromethane;;
1036;CYCLOPENTANE;WATER;Cyclopentane;Water;;
1037;CYCLOPENTANE;AMMONIA;Cyclopentane;Ammonia;;
1038;CYCLOPENTANE;N-METHYL-2-PYRROLIDONE;Cyclopentane;N-Methyl-2-pyrrolidone;;
1039;CYCLOPENTANE;METHYL_FORMATE;Cyclopentane;Methyl formate;;
1042;CYCLOPENTANE;4-FORMYLMORPHOLINE;Cyclopentane;N-Formylmorpholine;;
1044;CYCLOPENTANE;N-Methylimidazole;Cyclopentane;N-Methylimidazole;;
1046;CYCLOHEXENE;METHANOL;Cyclohexene;Methanol;;
1047;CYCLOHEXENE;NITROMETHANE;Cyclohexene;Nitromethane;;
1048;CYCLOHEXENE;WATER;Cyclohexene;Water;;
1049;CYCLOHEXENE;AMMONIA;Cyclohexene;Ammonia;;
1050;CYCLOHEXENE;TRIETHYLENE_GLYCOL;Cyclohexene;Triethylene glycol;;
1051;CYCLOHEXENE;SULFOLANE;Cyclohexene;Sulfolane;;
1070;METHYLCYCLOHEXANE;DI(2-CHLOROETHYL)ETHER;Methylcyclohexane;Bis(2-chloroethyl) ether;;
1071;METHYLCYCLOHEXANE;N,N-DIMETHYLFORMAMIDE;Methylcyclohexane;N,N-Dimethylformamide (DMF);;
1072;METHYLCYCLOHEXANE;FURFURAL;Methylcyclohexane;Furfural;;
1073;METHYLCYCLOHEXANE;METHANOL;Methylcyclohexane;Methanol;;
1074;METHYLCYCLOHEXANE;2-METHOXYETHANOL;Methylcyclohexane;2-Methoxyethanol;;
1075;METHYLCYCLOHEXANE;NITROMETHANE;Methylcyclohexane;Nitromethane;;
1076;METHYLCYCLOHEXANE;DIMETHYL_SULFOXIDE;Methylcyclohexane;Dimethyl sulfoxide;;
1077;METHYLCYCLOHEXANE;WATER;Methylcyclohexane;Water;;
1078;METHYLCYCLOHEXANE;NITROETHANE;Methylcyclohexane;Nitroethane;;
1079;METHYLCYCLOHEXANE;AMMONIA;Methylcyclohexane;Ammonia;;
1080;METHYLCYCLOHEXANE;N,N-DIMETHYLACETAMIDE;Methylcyclohexane;N,N-Dimethylacetamide;;
1081;METHYLCYCLOHEXANE;ACETIC_ANHYDRIDE;Methylcyclohexane;Acetic anhydride;;
1082;METHYLCYCLOHEXANE;N-METHYL-2-PYRROLIDONE;Methylcyclohexane;N-Methyl-2-pyrrolidone;;
1083;METHYLCYCLOHEXANE;Perfluorotributylamine;Methylcyclohexane;Perfluorotributylamine;;
1084;METHYLCYCLOHEXANE;Perfluorooxacyclononane;Methylcyclohexane;Perfluorooxacyclononane;;
1085;METHYLCYCLOHEXANE;TRIETHYLENE_GLYCOL;Methylcyclohexane;Triethylene glycol;;
1086;METHYLCYCLOHEXANE;2-(2-METHOXYETHOXY)ETHANOL;Methylcyclohexane;Diethylene glycol monomethyl ether;;
1087;METHYLCYCLOHEXANE;DIETHYLENE_GLYCOL;Methylcyclohexane;Diethylene glycol;;
1088;METHYLCYCLOHEXANE;SULFOLANE;Methylcyclohexane;Sulfolane;;
1090;METHYLCYCLOHEXANE;PROPYLENE_CARBONATE;Methylcyclohexane;Propylene carbonate;;
1091;METHYLCYCLOHEXANE;M-TOLUIDINE;Methylcyclohexane;m-Methylaniline;;
1093;METHYLCYCLOHEXANE;P-PHENETIDINE;Methylcyclohexane;p-Phenetidine;;
1094;METHYLCYCLOHEXANE;METHANE;Methylcyclohexane;Methane;;
1095;METHYLCYCLOHEXANE;TRIFLUOROMETHANE;Methylcyclohexane;Fluoroform [R23];;
1096;METHYLCYCLOHEXANE;HEXAFLUOROETHANE;Methylcyclohexane;Hexafluoroethane [R116];;
1097;METHYLCYCLOHEXANE;4-FORMYLMORPHOLINE;Methylcyclohexane;N-Formylmorpholine;;
1099;METHYLCYCLOHEXANE;N-Methylcaprolactam;Methylcyclohexane;N-Methylcaprolactam;;
1113;2-Methylcyclohexanone;WATER;2-Methylcyclohexanone;Water;;
1114;METHYLCYCLOPENTANE;N,N-DIMETHYLFORMAMIDE;Methylcyclopentane;N,N-Dimethylformamide (DMF);;
1115;METHYLCYCLOPENTANE;FURFURAL;Methylcyclopentane;Furfural;;
1116;METHYLCYCLOPENTANE;METHANOL;Methylcyclopentane;Methanol;;
1117;METHYLCYCLOPENTANE;NITROMETHANE;Methylcyclopentane;Nitromethane;;
1118;METHYLCYCLOPENTANE;WATER;Methylcyclopentane;Water;;
1119;METHYLCYCLOPENTANE;AMMONIA;Methylcyclopentane;Ammonia;;
1120;METHYLCYCLOPENTANE;N-METHYL-2-PYRROLIDONE;Methylcyclopentane;N-Methyl-2-pyrrolidone;;
1121;METHYLCYCLOPENTANE;DIETHYLENE_GLYCOL;Methylcyclopentane;Diethylene glycol;;
1122;METHYLCYCLOPENTANE;SULFOLANE;Methylcyclopentane;Sulfolane;;
1123;METHYLCYCLOPENTANE;PROPYLENE_CARBONATE;Methylcyclopentane;Propylene carbonate;;
1124;METHYLCYCLOPENTANE;METHANE;Methylcyclopentane;Methane;;
1125;METHYLCYCLOPENTANE;4-FORMYLMORPHOLINE;Methylcyclopentane;N-Formylmorpholine;;
1128;DI(2-CHLOROETHYL)ETHER;2,2,4-TRIMETHYLPENTANE;Bis(2-chloroethyl) ether;2,2,4-Trimethylpentane;;
1129;DI(2-CHLOROETHYL)ETHER;N-OCTANE;Bis(2-chloroethyl) ether;Octane;;
1130;DI(2-CHLOROETHYL)ETHER;1-PENTANOL;Bis(2-chloroethyl) ether;1-Pentanol;;
1131;DI(2-CHLOROETHYL)ETHER;1-PROPANOL;Bis(2-chloroethyl) ether;1-Propanol;;
1132;DI(2-CHLOROETHYL)ETHER;WATER;Bis(2-chloroethyl) ether;Water;;
1133;DI(2-CHLOROETHYL)ETHER;1,2-PROPYLENE_GLYCOL;Bis(2-chloroethyl) ether;1,2-Propanediol;;
1134;DI(2-CHLOROETHYL)ETHER;1-HEXANOL;Bis(2-chloroethyl) ether;1-Hexanol;;
1135;DI(2-CHLOROETHYL)ETHER;1-HEPTANOL;Bis(2-chloroethyl) ether;1-Heptanol;;
1136;DI(2-CHLOROETHYL)ETHER;1-OCTANOL;Bis(2-chloroethyl) ether;1-Octanol;;
1137;DI(2-CHLOROETHYL)ETHER;2-METHYLHEPTANE;Bis(2-chloroethyl) ether;2-Methylheptane;;
1138;DI-N-BUTYL_ETHER;NITROMETHANE;Dibutyl ether;Nitromethane;;
1139;DI-N-BUTYL_ETHER;WATER;Dibutyl ether;Water;;
1140;DI-N-BUTYL_ETHER;Perfluorohexane;Dibutyl ether;Perfluorohexane;;
1144;DI-N-BUTYL_ETHER;N-Methylimidazole;Dibutyl ether;N-Methylimidazole;;
1149;Formic_acid_isopentyl_ester;WATER;Isoamyl formate;Water;;
1151;N-DECANE;N,N-DIMETHYLFORMAMIDE;Decane;N,N-Dimethylformamide (DMF);;
1152;N-DECANE;BENZALDEHYDE;Decane;Benzaldehyde;;
1153;N-DECANE;ACETIC_ACID;Decane;Acetic acid;;
1154;N-DECANE;FURFURAL;Decane;Furfural;;
1155;N-DECANE;METHANOL;Decane;Methanol;;
1156;N-DECANE;2-METHOXYETHANOL;Decane;2-Methoxyethanol;;
1157;N-DECANE;NITROMETHANE;Decane;Nitromethane;;
1158;N-DECANE;1-NITROPROPANE;Decane;1-Nitropropane;;
1159;N-DECANE;O-CRESOL;Decane;2-Methylphenol;;
1160;N-DECANE;PHENOL;Decane;Phenol;;
1161;N-DECANE;PYRIDINE;Decane;Pyridine;;
1162;N-DECANE;DIMETHYL_SULFOXIDE;Decane;Dimethyl sulfoxide;;
1163;N-DECANE;WATER;Decane;Water;;
1164;N-DECANE;NITROETHANE;Decane;Nitroethane;;
1165;N-DECANE;TRIOXANE;Decane;1,3,5-Trioxane;;
1166;N-DECANE;AMMONIA;Decane;Ammonia;;
1167;N-DECANE;N-METHYLFORMAMIDE;Decane;N-Methylformamide;;
1168;N-DECANE;N,N-DIMETHYLACETAMIDE;Decane;N,N-Dimethylacetamide;;
1169;N-DECANE;ACETIC_ANHYDRIDE;Decane;Acetic anhydride;;
1170;N-DECANE;EPSILON-CAPROLACTAM;Decane;epsilon-Caprolactam;;
1171;N-DECANE;N-METHYL-2-PYRROLIDONE;Decane;N-Methyl-2-pyrrolidone;;
1172;N-DECANE;Perfluoroheptane;Decane;Perfluoro-n-heptane;;
1173;N-DECANE;PROPIONITRILE;Decane;Propionitrile;;
1174;N-DECANE;ACETOPHENONE;Decane;Acetophenone;;
1175;N-DECANE;TRIETHYLENE_GLYCOL;Decane;Triethylene glycol;;
1176;N-DECANE;DIMETHYL_CARBONATE;Decane;Carbonic acid dimethyl ester;;
1177;N-DECANE;2-(2-ETHOXYETHOXY)ETHANOL;Decane;Diethylene glycol ethyl ether;;
1178;N-DECANE;DIETHYLENE_GLYCOL;Decane;Diethylene glycol;;
1179;N-DECANE;Perfluorohexane;Decane;Perfluorohexane;;
1180;N-DECANE;SULFOLANE;Decane;Sulfolane;;
1181;N-DECANE;TRIETHYLENE_GLYCOL_DIMETHYL_ETHER;Decane;Triethylene glycol dimethyl ether;;
1182;N-DECANE;O-TOLUIDINE;Decane;o-Methylaniline;;
1183;N-DECANE;PROPYLENE_CARBONATE;Decane;Propylene carbonate;;
1184;N-DECANE;Salicylaldehyde;Decane;Salicylaldehyde;;
1185;N-DECANE;3-METHOXYPROPIONITRILE;Decane;3-Methoxy propionitrile;;
1186;N-DECANE;N-BUTYRONITRILE;Decane;Butanenitrile;;
1188;N-DECANE;4-Phenyl-2-butanone;Decane;4-Phenyl-2-butanone;;
1189;N-DECANE;CARBON_DIOXIDE;Decane;Carbon dioxide;;
1190;N-DECANE;TRIFLUOROMETHANE;Decane;Fluoroform [R23];;
1191;N-DECANE;DIETHYL_MALEATE;Decane;Diethyl maleate;;
1192;N-DECANE;HEXAFLUOROETHANE;Decane;Hexafluoroethane [R116];;
1193;N-DECANE;4-FORMYLMORPHOLINE;Decane;N-Formylmorpholine;;
1195;N-DECANE;BENZYLAMINE;Decane;alpha-Aminotoluene;;
1196;N-DECANE;SULFUR_DIOXIDE;Decane;Sulfur dioxide;;
1197;N-DECANE;GAMMA-VALEROLACTONE;Decane;Tetrahydro-5-methyl-2-furanone;;
1198;N-DECANE;INDOLE;Decane;Indole;;
1199;N-DECANE;2-PHENYLETHANOL;Decane;2-Phenylethanol;;
1200;N-DECANE;N-Methylcaprolactam;Decane;N-Methylcaprolactam;;
1201;N-DECANE;TETRAETHYLENE_GLYCOL_DIMETHYL_ETHER;Decane;Tetraethylene glycol dimethyl ether;;
1203;N-DECANE;ETHYL_LACTATE;Decane;Ethyl lactate;;
1205;N-DECANE;DECAFLUOROBUTANE;Decane;Perfluorobutane;;
1208;N-DECANE;Perfluoro-n-octane;Decane;Perfluoro-n-octane;;
1210;N-DECANE;1,1,1,2,3,4,4,5,5,5-Decafluoropentane_[R43-10mee;Decane;1,1,1,2,3,4,4,5,5,5-Decafluoropentane [R43-10mee];;
1239;DIETHYLAMINE;WATER;N,N-Diethylamine;Water;;
1243;2,3-Butanedione;WATER;2,3-Butanedione;Water;;
1244;N,N-DIMETHYLANILINE;WATER;N,N-Dimethylaniline;Water;;
1245;N,N-DIMETHYLANILINE;GLYCEROL;N,N-Dimethylaniline;Glycerol;;
1249;1,1-DICHLOROETHANE;WATER;1,1-Dichloroethane [R150a];Water;;
1250;1,2-DICHLOROETHANE;CARBON_DISULFIDE;1,2-Dichloroethane;Carbon disulfide;;
1251;1,2-DICHLOROETHANE;WATER;1,2-Dichloroethane;Water;;
1252;TRANS-1,2-DICHLOROETHYLENE;WATER;trans-1,2-Dichloroethene;Water;;
1253;DICHLOROMETHANE;HYDROGEN_FLUORIDE;Dichloromethane;Hydrogen fluoride;;
1254;DICHLOROMETHANE;WATER;Dichloromethane;Water;;
1255;DICHLOROMETHANE;Perfluoroheptane;Dichloromethane;Perfluoro-n-heptane;;
1256;DICHLOROMETHANE;Perfluorohexane;Dichloromethane;Perfluorohexane;;
1258;DICHLOROMETHANE;TETRAETHYLENE_GLYCOL_DIMETHYL_ETHER;Dichloromethane;Tetraethylene glycol dimethyl ether;;
1260;DICHLOROMETHANE;Perfluoro-n-octane;Dichloromethane;Perfluoro-n-octane;;
1265;1,2-DICHLOROPROPANE;WATER;1,2-Dichloropropane;Water;;
1269;N,N-DIMETHYLFORMAMIDE;N-DODECANE;N,N-Dimethylformamide (DMF);Dodecane;;
1270;N,N-DIMETHYLFORMAMIDE;N-HEXANE;N,N-Dimethylformamide (DMF);Hexane;;
1271;N,N-DIMETHYLFORMAMIDE;N-HEPTANE;N,N-Dimethylformamide (DMF);Heptane;;
1272;N,N-DIMETHYLFORMAMIDE;2-METHYLPENTANE;N,N-Dimethylformamide (DMF);2-Methylpentane;;
1273;N,N-DIMETHYLFORMAMIDE;N-OCTANE;N,N-Dimethylformamide (DMF);Octane;;
1274;N,N-DIMETHYLFORMAMIDE;N-PENTANE;N,N-Dimethylformamide (DMF);Pentane;;
1275;N,N-DIMETHYLFORMAMIDE;TRANS-DECAHYDRONAPHTHALENE;N,N-Dimethylformamide (DMF);trans-Decahydronaphthalene;;
1276;N,N-DIMETHYLFORMAMIDE;PROPANE;N,N-Dimethylformamide (DMF);Propane;;
1277;N,N-DIMETHYLFORMAMIDE;1-NONENE;N,N-Dimethylformamide (DMF);1-Nonene;;
1278;N,N-DIMETHYLFORMAMIDE;1-DECENE;N,N-Dimethylformamide (DMF);1-Decene;;
1279;N,N-DIMETHYLFORMAMIDE;CYCLOHEPTANE;N,N-Dimethylformamide (DMF);Cycloheptane;;
1280;N,N-DIMETHYLFORMAMIDE;CYCLOOCTANE;N,N-Dimethylformamide (DMF);Cyclooctane;;
1281;N,N-DIMETHYLFORMAMIDE;N-NONANE;N,N-Dimethylformamide (DMF);Nonane;;
1282;N,N-DIMETHYLFORMAMIDE;ETHYLCYCLOHEXANE;N,N-Dimethylformamide (DMF);Ethylcyclohexane;;
1283;N,N-DIMETHYLFORMAMIDE;N-HEXADECANE;N,N-Dimethylformamide (DMF);Hexadecane;;
1284;N,N-DIMETHYLFORMAMIDE;1-DODECENE;N,N-Dimethylformamide (DMF);1-Dodecene;;
1286;N,N-DIMETHYLFORMAMIDE;ETHANE;N,N-Dimethylformamide (DMF);Ethane;;
1287;METHYLAL;WATER;Dimethoxymethane;Water;;
1288;2,4-DIMETHYLPENTANE;METHYL_ACETATE;2,4-Dimethylpentane;Methyl acetate;;
1289;2,4-DIMETHYLPENTANE;FURFURAL;2,4-Dimethylpentane;Furfural;;
1290;2,4-DIMETHYLPENTANE;NITROMETHANE;2,4-Dimethylpentane;Nitromethane;;
1291;2,4-DIMETHYLPENTANE;WATER;2,4-Dimethylpentane;Water;;
1292;2,4-DIMETHYLPENTANE;METHANE;2,4-Dimethylpentane;Methane;;
